Nav_Date,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037
16-02-2023,350.18,43.24,295.961,757.399,321.011,69.51,384.836,193.655,454.38,66.75,85.554,102.484,207.42,76.603,186.376,51.465,63.58,112.217,80.57,47.937,53.23,162.315,596.17,19.6,364.263,199.396,15.723,585.43,208.834,102.731,1134.28,17.53,64.932,1152.572,130.76,54.524,229.834
17-02-2023,348.3,43.03,294.082,753.962,319.105,69.3,383.464,192.863,451.38,66.52,85.095,101.947,206.583,76.345,185.497,51.332,63.43,111.928,80.631,48.015,53.18,162.498,592.54,19.46,361.972,198.369,15.637,582.49,208.051,102.074,1125.65,17.42,64.66,1145.225,130.337,54.289,228.419
20-02-2023,347.02,42.83,293.259,750.27,317.965,69.09,382.319,192.077,451.07,66.67,84.961,101.579,206.193,76.136,185.665,51.347,63.35,111.577,81.035,47.869,52.97,162.431,592.18,19.49,361.153,197.756,15.585,581.19,207.252,101.792,1121.36,17.37,64.454,1140.193,129.903,54.047,228.199
21-02-2023,346.41,42.79,292.498,750.307,317.273,68.99,381.632,191.719,450.03,66.39,84.771,101.294,206.209,76.06,185.165,51.196,63.09,111.813,80.588,47.304,53.03,162.72,591.01,19.49,360.149,197.109,15.576,580.66,206.537,101.368,1118.3,17.35,64.365,1139.349,130.012,53.948,228.406
22-02-2023,341.76,42.18,289.677,740.602,313.307,68.12,377.024,189.264,446.22,65.87,84.34,100.337,205.029,75.754,183.471,50.655,62.66,110.959,79.476,47.43,52.68,161.782,583.38,19.21,356.205,194.676,15.41,574.54,204.569,100.356,1104.72,17.11,63.749,1125.098,128.299,53.265,225.816
23-02-2023,340.94,42.03,289.724,739.45,312.338,67.97,376.387,188.793,446.24,65.74,84.174,100.445,204.786,75.408,183.186,50.719,62.56,111.084,79.998,47.155,52.97,161.319,582.91,19.18,355.969,194.375,15.384,573.03,204.505,100.16,1103.21,17.07,63.688,1124.328,128.136,53.172,225.382
24-02-2023,340.19,41.98,289.281,737.912,311.807,67.85,374.776,188.549,446.71,65.64,84.283,100.115,203.975,75.353,183.271,50.647,62.7,110.72,79.497,46.696,52.62,161.175,581.4,19.19,355.674,193.975,15.375,571.9,204.165,99.696,1102.45,17.03,63.666,1122.687,128.141,53.015,225.028
27-02-2023,339.32,41.86,288.599,735.585,310.883,67.63,373.028,187.63,443.87,65.22,83.921,99.612,203.146,75.06,182.039,50.121,62.18,109.679,78.609,46.869,52.13,159.579,576.85,19.04,354.364,192.579,15.29,569.62,203.374,99.071,1096.14,16.98,63.297,1120.852,127.101,52.759,223.637
28-02-2023,337.96,41.68,287.598,732.357,309.59,67.27,371.985,186.912,444.43,65.23,84.098,99.8,203.66,75.267,182.894,50.262,62.06,109.789,78.718,47.461,52.3,159.723,576.82,19.02,353.976,192.586,15.295,569.1,202.706,99.225,1090.78,16.93,63.162,1114.639,127.232,52.532,223.596
01-03-2023,340.26,41.91,289.209,738.638,311.959,67.76,375.191,188.345,450.25,65.76,84.735,101.158,205.75,76.137,184.82,50.844,62.6,110.697,79.819,47.308,52.65,160.795,582.34,19.1,357.398,194.703,15.429,573.01,205.307,100.164,1100.76,17.01,63.834,1125.171,128.402,53.173,225.028
02-03-2023,338,41.61,287.144,734.112,309.677,67.3,372.402,186.853,448.97,65.51,84.316,100.757,205.427,75.927,184.181,50.807,62.43,111.107,79.98,47.704,52.5,160.567,579.55,19.01,355.26,193.851,15.351,570.34,204.408,99.621,1094.09,16.9,63.337,1119.116,127.436,52.863,223.829
03-03-2023,342.52,42.01,289.653,745.215,313.923,68.1,376.424,188.689,450.53,65.71,84.552,101.353,206.281,76.062,184.018,51.162,62.71,112.077,80.83,47.979,52.97,161.325,585,19.05,358.943,196.002,15.431,575.65,206.106,100.479,1106.91,17.03,63.699,1133.244,129.048,53.459,224.651
06-03-2023,344.27,42.21,291.955,750.779,315.755,68.44,378.485,190.058,454.68,66.09,85.21,102.103,207.359,76.392,185.327,51.434,63.03,112.707,81.662,48.079,53.42,162.03,588.21,19.17,361.57,197.237,15.5,579.25,207.229,101.069,1112.33,17.13,64.084,1140.121,129.805,53.649,226.14
08-03-2023,344.77,42.15,291.992,754.335,316.675,68.59,379.378,190.104,454.33,66.12,85.138,102.635,207.993,76.532,184.885,51.353,63.03,112.892,81.863,47.952,53.36,162.323,587.24,19.17,361.823,197.997,15.551,580.45,208.054,101.319,1112.29,17.09,63.912,1143.689,130.288,53.815,225.557
09-03-2023,342.07,41.8,289.898,749.304,313.906,68.08,375.648,188.572,451.27,65.74,84.63,102.169,206.964,76.116,183.774,51.203,62.87,112.647,81.712,47.704,53.34,162.009,583.33,19.04,359.362,196.574,15.428,576.92,206.848,100.68,1105.4,16.96,63.553,1137.189,129.407,53.381,223.729
10-03-2023,338.75,41.43,287.79,742.193,310.343,67.51,372.44,187.106,448.31,65.24,84.139,101.513,206.11,75.809,182.336,50.824,62.59,112.092,81.072,47.046,53.08,161.449,576.7,18.88,356.415,195.087,15.291,572.85,205.379,100.064,1094.87,16.83,63.055,1127.291,128.516,52.989,222.024
13-03-2023,333.53,40.91,284.243,730.277,305.706,66.62,366.768,184.431,440.57,64.26,82.625,100.1,203.396,74.666,179.189,49.94,61.8,110.094,79.647,46.688,52.43,159.43,566.52,18.62,350.426,191.873,15.017,564.87,201.882,98.299,1076.73,16.59,62.058,1111.795,126.372,52.095,218.983
14-03-2023,332.19,40.7,282.309,727.073,304.521,66.47,365.17,183.422,437.82,63.88,81.775,99.26,201.834,74.179,177.952,49.497,61.34,109.457,79.264,46.938,52.3,158.061,564.85,18.54,348.001,190.934,14.971,563.27,201.122,97.747,1072.63,16.51,61.58,1106.803,125.517,51.975,217.574
15-03-2023,330.82,40.58,281.168,723.142,302.818,66.17,363.79,182.78,437.28,63.69,81.509,99.228,201.894,74.07,177.655,49.624,61.26,109.535,79.466,46.489,52.57,158.2,563.85,18.55,346.571,190.48,14.95,561.28,200.438,97.601,1071.33,16.47,61.34,1102.786,125.231,51.827,217.144
16-03-2023,331.23,40.67,281.364,724.078,303.697,66.23,363.913,182.569,435.41,63.61,81.483,98.959,201.446,73.982,177.328,49.343,60.85,108.908,78.881,46.848,52.2,157.023,562.8,18.54,346.43,190.784,14.972,562.81,200.199,97.586,1070.86,16.47,61.147,1103.659,125.069,51.84,217.03
17-03-2023,333.94,40.89,282.237,727.869,305.687,66.66,366.192,183.664,437.45,63.91,81.881,99.632,201.801,74.582,178.091,49.514,61.23,109.431,79.268,46.449,52.38,157.882,566.6,18.65,348.541,191.557,15.106,564.79,201.237,98.152,1081.7,16.56,61.567,1112.499,125.723,52.259,217.959
20-03-2023,331.4,40.68,280.326,722.673,304.132,66.28,364.165,182.736,432.45,63.32,81.286,98.443,200.137,73.876,176.399,49.093,61.03,108.617,78.642,46.619,52.02,156.604,561.77,18.42,345.877,189.416,15.014,560.91,199.607,97.432,1072.56,16.46,61,1103.811,124.832,51.874,216.746
21-03-2023,334.3,40.93,281.554,728.153,305.858,66.89,366.511,183.767,433.87,63.55,81.738,99.073,200.847,74.054,176.692,49.299,61.07,109.207,79.157,46.872,52.23,157.133,566.22,18.53,347.456,190.72,15.111,564.41,201.107,97.898,1078.05,16.54,61.319,1109.46,125.611,52.313,217.894
22-03-2023,335.58,41.1,282.864,729.379,306.523,67.05,367.552,184.142,435.63,63.73,82.226,99.223,201.463,74.198,177.341,49.377,61.31,109.45,79.751,46.91,52.41,157.227,568.11,18.64,348.974,191.401,15.142,565.56,201.768,98.346,1081.43,16.62,61.673,1110.76,126.249,52.486,218.759
23-03-2023,334.47,40.98,282.135,726.542,305.333,66.79,366.472,183.477,433.22,63.57,81.608,98.732,201.235,73.956,176.55,49.383,61.32,109.353,79.615,46.325,52.41,157.047,565.67,18.56,347.691,190.52,15.078,564.12,201.506,98.036,1076.12,16.58,61.544,1104.979,126.124,52.327,217.72
24-03-2023,331.77,40.71,280.646,721.247,303.113,66.26,363.842,182.386,428.45,63.01,81.054,97.844,199.385,73.393,175.167,48.875,60.58,108.42,78.884,45.75,52.08,156.001,561.89,18.44,344.621,188.615,14.955,559.07,199.731,97.238,1066.95,16.46,60.983,1099.515,125.188,51.885,216.405
27-03-2023,331.63,40.7,280.328,722.259,303.746,66.33,363.77,182.1,425.18,62.78,80.687,97.282,198.545,72.861,173.986,48.245,60.13,106.707,77.963,45.644,51.65,154.546,560.83,18.33,344.124,188.096,14.936,558.52,199.405,96.94,1065.91,16.43,60.68,1099.94,124.89,51.877,216.125
28-03-2023,330.73,40.65,279.247,720.957,303.091,66.1,362.802,181.508,424.01,62.78,80.612,97.274,198.454,72.827,173.747,47.95,59.95,106.273,77.778,46.435,51.32,153.526,559.95,18.32,342.852,187.195,14.944,556.07,198.851,96.752,1063.65,16.39,60.567,1095.801,124.665,51.71,215.466
29-03-2023,333.05,40.88,281.464,726.202,305.454,66.51,365.705,182.648,430,63.65,81.339,98.679,200.913,73.46,176.094,48.736,60.78,107.46,78.849,47.277,51.96,155.249,565.93,18.55,346.655,189.6,15.138,560.96,200.741,97.814,1073.57,16.52,61.259,1106.092,125.87,52.149,217.07
31-03-2023,338.19,41.45,285.722,736.87,310.505,67.53,371.453,185.513,434.82,64.34,82.29,99.745,202.384,74.282,178.263,49.494,61.69,108.32,79.644,47.412,52.63,157.116,575.61,18.74,351.75,192.058,15.343,568.08,203.299,98.897,1088.64,16.77,62.184,1121.512,127.627,53.015,220.275
03-04-2023,339.39,41.67,286.784,739.41,310.968,67.83,371.924,186.408,437.77,64.53,82.567,100.072,203.009,74.31,178.738,49.918,61.95,109.327,80.187,47.67,52.83,157.78,575.66,18.91,352.613,192.792,15.302,571.24,203.546,99.323,1092.62,16.86,62.55,1124.829,128.157,53.019,221.11
05-04-2023,341.96,42.08,288.138,745.908,313.785,68.31,374.724,187.89,437.59,64.77,82.703,100.356,203.342,74.501,179.054,50.167,62.03,110.738,80.627,47.951,53.24,158.631,578.36,19.04,353.328,193.659,15.369,572.4,204.431,99.646,1098.12,16.98,63.037,1128.236,129.283,53.332,223.368
06-04-2023,342.67,42.15,288.643,747.669,314.229,68.38,375.712,188.241,440.73,65.36,83.349,101.22,204.632,75.005,180.237,50.339,62.23,111.367,81.152,47.905,53.49,159.264,578.72,19.16,355.243,194.847,15.429,574.54,205.474,100.06,1101.56,17.02,63.284,1129.792,129.572,53.416,223.657
10-04-2023,343.24,42.09,289.746,750.382,314.947,68.53,375.989,188.235,441.17,65.39,83.685,101.625,205.163,75.146,180.91,50.357,62.56,111.731,80.957,48.349,53.56,159.624,579.03,19.15,356.335,195.82,15.441,575.67,205.877,100.519,1099.97,17,63.166,1134.662,129.556,53.457,223.685
11-04-2023,344.45,42.25,290.955,753.284,316.25,68.8,377.625,188.884,442.87,65.53,83.896,101.849,205.67,75.219,181.012,50.591,62.92,111.8,81.202,48.476,53.64,160.625,581.67,19.27,357.796,196.639,15.515,577.14,206.726,100.815,1103.94,17.08,63.314,1139.919,130.094,53.722,224.223
12-04-2023,345.68,42.44,292.265,756.03,317.805,69.07,379.35,190.149,443.95,65.76,84.29,102.286,206.035,75.462,182.176,50.751,63.23,112.03,81.244,48.622,53.7,160.912,585.2,19.33,359.234,197.653,15.559,578.72,207.106,101.258,1110.17,17.18,63.691,1143.882,130.605,53.925,226.129
13-04-2023,345.73,42.46,293.062,754.879,317.954,69,379.077,190.049,446.53,65.85,84.611,102.112,205.736,75.601,182.102,50.923,63.3,111.91,81.245,48.735,53.7,161.113,586.24,19.33,359.972,197.626,15.561,578.28,207.855,101.378,1110.34,17.2,64.031,1142.558,130.605,54.147,226.42
17-04-2023,343.15,42.17,292.264,749.277,315.289,68.47,376.639,188.233,447.21,65.9,84.895,102.638,206.214,75.709,182.651,50.968,63.24,112.301,81.349,48.761,53.73,161.235,584.93,19.36,359.044,197.118,15.557,575.83,207.575,101.217,1104.21,17.11,63.956,1134.193,130.236,54.035,224.192
18-04-2023,342.82,42.09,292.421,748.714,315.378,68.39,376.398,188.058,448.66,66.01,85.46,103.091,206.684,75.961,183.713,51.181,63.23,113.009,81.487,48.778,53.88,161.499,585.89,19.48,359.838,197.398,15.568,577.12,207.382,101.432,1106.26,17.12,63.968,1135.019,130.064,54.052,224.522
19-04-2023,341.98,41.97,291.314,745.973,314.097,68.2,375.759,187.244,447.84,65.84,84.983,102.577,206.032,75.682,182.872,51.146,63.06,112.633,81.388,48.818,53.51,161.069,584.57,19.45,358.295,197.115,15.514,575.82,206.626,101.649,1101.25,17.05,63.686,1130.14,129.63,53.776,223.228
20-04-2023,342.32,41.98,291.332,747.104,313.617,68.28,375.632,187.369,448.78,65.89,85.003,102.59,205.841,75.842,182.726,51.21,63.08,112.825,81.465,48.713,53.6,161.969,584.03,19.38,358.315,197.633,15.512,576.49,206.937,101.736,1101.81,17.06,63.675,1132.28,129.594,53.896,222.609
21-04-2023,341.32,41.95,291.284,746.636,313.105,68.01,374.973,186.99,446.67,65.74,85.036,102.309,205.129,75.672,182.22,51.049,63.08,113.212,81.511,48.801,53.69,162.057,581.7,19.39,357.18,197.14,15.475,574.76,205.913,101.409,1099.49,17.05,63.623,1131.265,129.544,53.698,222.277
24-04-2023,343.52,42.15,292.999,752.546,314.991,68.43,377.219,188.008,447,65.88,85.168,102.795,205.582,75.819,182.546,51.163,63.31,113.067,81.837,48.83,53.9,162.385,584.91,19.37,358.77,197.984,15.561,576.99,207.026,101.914,1105.93,17.1,63.819,1139.309,130.32,54,222.884
25-04-2023,343.42,42.24,292.63,753.532,315.312,68.52,377.701,188.171,444.82,65.81,84.677,102.261,205.217,75.694,182.505,51.314,63.34,112.658,82.068,48.96,54.01,162.087,586.21,19.43,358.402,198.083,15.593,577.45,207.499,102.23,1107.09,17.14,63.831,1142.23,130.236,54.045,222.988
26-04-2023,344.53,42.31,293.807,756.176,316.282,68.69,379.043,188.537,445.58,65.81,84.711,102.251,205.525,75.591,182.948,51.539,63.54,112.946,82.204,49.187,53.95,161.99,587.92,19.39,359.4,198.683,15.673,578.97,208.181,102.781,1110.4,17.15,63.834,1146.262,130.75,54.128,222.802
27-04-2023,346.66,42.62,294.812,759.801,317.854,69.04,381.09,189.717,447.96,66.21,85.12,102.878,205.942,75.846,184.192,51.74,63.81,113.734,82.531,49.707,54.06,162.696,591.59,19.52,361.178,199.795,15.767,581.18,208.958,103.366,1118.14,17.26,64.232,1152.383,131.291,54.338,224.944
28-04-2023,349.18,42.93,295.975,766.365,320.506,69.58,384.038,190.815,452.94,66.91,86.093,104.113,207.891,76.636,186.414,52.157,64.36,114.521,83.391,50.159,54.54,164.095,596.84,19.88,363.633,201.888,15.908,585.96,210.954,104.049,1126.98,17.4,64.692,1159.281,132.397,54.821,227.49
02-05-2023,351.21,43.02,297.786,770.27,322.188,70,385.86,191.796,456.06,67.24,86.549,104.941,209.135,76.808,187.121,52.608,64.45,115.126,84.032,50.281,54.67,164.595,600.9,19.94,366.002,203.329,16.009,589.82,211.659,104.514,1128.3,17.43,65.104,1165.227,132.917,55.176,228.912
03-05-2023,350.28,42.96,296.92,768.361,321.686,69.73,384.92,191.383,457.3,67.36,86.37,105.352,209.072,76.886,187.349,52.614,64.69,115.121,84.529,50.462,54.62,164.333,600.85,19.96,365.21,203.44,16.021,589.06,211.505,104.45,1125.71,17.44,65.237,1163.712,132.798,55.2,228.812
04-05-2023,353.18,43.38,299.026,773.597,323.906,70.18,387.396,193.109,462.2,68.07,87.199,106.306,210.683,77.533,188.897,53.199,65.25,116.067,85.158,50.282,55.07,165.52,606.56,20.14,368.311,204.936,16.163,593.72,213.016,105.113,1136.52,17.61,65.84,1171.945,133.665,55.492,230.497
05-05-2023,350.63,43.13,296.854,765.465,321.002,69.85,384.84,191.811,459.9,67.96,86.428,105.693,209.753,77.058,188.106,53.242,65.13,115.29,84.535,50.631,54.98,164.803,603.63,20.13,364.34,203.215,16.075,589.8,212.263,103.844,1128.48,17.53,65.33,1161.148,132.796,55.188,229.64
08-05-2023,354.35,43.63,300.779,773.162,324.202,70.53,388.476,193.63,464.6,68.69,87.265,106.29,210.857,77.625,189.637,53.676,65.41,115.984,85.135,50.192,55.31,165.869,609.63,20.43,368.534,205.559,16.226,595.53,214.29,105.06,1141.44,17.74,66.23,1172.505,133.838,55.744,232.052
09-05-2023,354.06,43.59,301.032,772.887,324.369,70.58,388.508,193.876,463.16,68.8,87.217,106.015,210.646,77.687,189.757,53.717,65.47,115.574,84.574,50.269,55.25,165.993,609.79,20.48,368.659,205.28,16.219,595.97,213.952,105.084,1140.32,17.73,65.999,1171.049,133.353,55.8,232.347
10-05-2023,355.15,43.72,302.103,774.611,325.417,70.75,389.266,194.507,463.34,68.83,87.459,105.929,210.548,77.671,190.154,53.965,65.67,116.656,85.37,50.574,55.83,166.656,609.98,20.56,369.874,205.74,16.245,598.52,214.403,105.412,1140.67,17.79,66.294,1174.27,133.89,55.907,232.895
11-05-2023,355.22,43.74,303.207,774.157,325.396,70.57,388.712,194.856,465.96,69.11,87.887,106.326,211.747,77.955,191.004,54.414,66.03,117.658,85.959,50.65,56.2,167.547,611.38,20.63,371.076,205.998,16.281,599.96,214.539,105.252,1142.21,17.85,66.481,1176.149,133.996,55.864,233.756
12-05-2023,355.33,43.81,304.324,774.699,325.679,70.49,388.955,195.292,466.09,69.11,87.661,106.021,210.941,77.884,190.702,54.43,65.92,117.086,85.981,50.9,56.08,167.225,612.54,20.62,371.066,205.523,16.293,598.48,214.647,105.192,1144.34,17.87,66.685,1175.646,133.982,55.779,234.534
15-05-2023,357.66,43.81,305.928,779.722,327.909,70.85,391.109,195.739,469.11,69.14,88.128,106.597,211.601,78.155,191.11,54.776,66.25,117.645,86.526,51.185,56.58,168.672,615.14,20.58,373.351,206.897,16.35,602.17,215.391,105.916,1149.07,17.9,66.86,1183.628,134.567,56.029,234.627
16-05-2023,356.73,43.68,304.818,777.618,327.401,70.62,389.918,195.275,470.55,69.43,88.181,106.99,211.861,78.253,191.901,54.879,66.6,117.564,87.072,51.362,56.55,168.581,615.96,20.7,372.662,206.665,16.38,601.39,215.078,105.771,1146.89,17.88,66.87,1182.677,134.34,55.944,234.723
17-05-2023,355.21,43.34,303.675,773.813,326.082,70.28,388.745,194.089,470.72,69.45,88.401,106.902,211.658,78.242,192.553,55.086,66.89,118.172,87.19,51.066,56.58,169.888,613.92,20.65,370.809,205.88,16.378,598.38,214.62,105.591,1141.35,17.78,66.595,1177.886,133.83,55.642,233.834
18-05-2023,353.96,43.31,302.435,771.212,324.328,70.12,386.755,193.808,469.52,69.23,87.924,106.6,210.68,77.674,191.406,55.123,66.78,118.1,86.791,51.341,56.52,169.426,612.47,20.66,368.695,205.132,16.297,596.58,213.332,105.087,1140.92,17.75,66.535,1173.391,133.116,55.279,232.965
19-05-2023,355.14,43.49,303.364,773.708,325.526,70.4,387.897,194.588,470.16,69.27,87.531,106.885,211.298,77.787,191.49,55.208,66.94,118.035,87.042,51.486,56.55,169.781,613.49,20.76,369.901,205.412,16.3,596.6,213.434,104.848,1145.88,17.84,66.747,1177.372,133.592,55.523,233.687
22-05-2023,356.42,43.62,303.71,776.223,327.546,70.64,389.822,195.584,473.33,69.59,88.08,107.703,212.895,78.212,193.03,55.409,67.06,119.173,87.464,51.33,56.92,170.9,615.12,20.88,371.429,206.338,16.394,598.41,214.555,105.057,1151.5,17.91,67.058,1182.206,134.314,55.955,234.952
23-05-2023,357.06,43.61,304.326,777.064,327.46,70.68,390.076,195.763,474.71,69.8,88.266,108.019,213.611,78.549,193.299,55.527,67.04,119.026,87.35,51.243,56.89,170.977,615.62,20.95,372.11,207.062,16.39,600.35,215.05,105.463,1151.91,17.93,67.158,1183.385,134.305,55.974,235.067
24-05-2023,356.39,43.45,304.312,775.631,326.807,70.53,389.422,195.352,473.72,69.73,88.209,108.023,212.751,78.357,193.665,55.543,67.23,118.782,87.144,51.341,56.96,170.489,614.68,20.94,371.428,206.675,16.409,599.07,214.819,105.07,1149.28,17.9,66.993,1180.916,134.214,55.777,234.544
25-05-2023,357.49,43.54,304.725,777.169,327.722,70.66,390.717,196.015,474.62,70.16,88.362,108.183,213.14,78.747,194.238,55.615,67.47,118.924,87.377,51.568,57.15,170.764,616.21,21.03,371.73,206.849,16.504,600.4,215.632,105.126,1151.83,17.93,67.137,1181.589,134.208,55.986,235.715
26-05-2023,360.85,43.96,306.896,783.434,331.191,71.32,394.503,197.734,477.57,70.81,89.386,108.84,214.989,79.332,195.323,55.796,67.75,120,88.161,51.583,57.47,171.365,621.01,21.28,374.819,208.343,16.69,605.1,217.615,106.112,1163.48,18.09,67.645,1188.934,135.478,56.501,238.271
29-05-2023,362.71,44.17,308.672,788.584,333.051,71.64,396.324,198.461,479.35,70.91,89.594,108.927,215.318,79.638,196.159,55.934,67.9,120.99,88.295,51.545,57.49,171.998,623.31,21.37,376.944,209.22,16.707,607.85,218.578,106.529,1169.77,18.16,67.875,1193.928,136.039,56.73,239.095
30-05-2023,363.32,44.21,309.184,790.96,333.311,71.77,397.058,198.692,482.06,71.19,89.701,109.404,216.323,79.893,196.69,56.103,68.01,120.812,88.459,51.727,57.66,171.964,624.95,21.41,377.911,209.592,16.756,608.52,219.264,107.007,1170.6,18.18,68.033,1196.313,136.248,56.831,239.208
31-05-2023,362.5,44.11,308.011,787.431,332.431,71.51,396.23,198.318,482.46,71.42,89.733,110.305,217.037,80.133,197.672,56.397,68.3,121.084,89.036,52.03,58.15,172.312,626.72,21.47,377.137,209.849,16.839,607.97,219.339,106.954,1172.12,18.21,68.018,1196.151,136.203,56.658,240.205
01-06-2023,361.65,44.1,308.091,785.05,332.102,71.33,395.299,198.32,483.53,71.32,89.992,110.59,217.487,80.179,198.415,56.639,68.59,122.148,89.47,52.312,58.64,173.14,625.71,21.45,377.251,210.159,16.862,608.35,218.995,107.046,1171.83,18.19,68.076,1195.031,136.032,56.515,240.272
02-06-2023,363.4,44.25,309.478,788.85,333.683,71.66,397.027,199.038,485.73,71.68,90.466,111.187,218.498,80.449,198.7,56.98,68.96,123.112,89.662,52.528,58.94,174.273,629.25,21.55,378.851,211.135,16.918,611.35,220.124,107.531,1177.15,18.24,68.302,1201.031,136.727,56.788,241.394
05-06-2023,365.31,44.36,311.485,792.523,334.82,72.07,398.288,199.724,487.24,71.89,90.683,111.611,219.032,80.732,199.704,57.198,69.2,123.621,90.051,52.636,59,174.582,632.48,21.68,380.79,211.978,16.953,613.48,221.109,108.023,1182.69,18.31,68.476,1209.488,137.052,57.086,241.315
06-06-2023,365.75,44.42,312.158,792.968,334.891,72.19,398.426,199.809,487.19,72,90.673,111.995,219.787,80.915,200.067,57.502,69.64,123.894,90.438,53.034,59.21,175.084,632.88,21.74,381.296,212.581,16.974,614.38,221.723,108.233,1182.02,18.38,68.659,1211.752,137.454,57.201,241.432
07-06-2023,368.34,44.64,313.442,798.864,336.837,72.71,400.996,201.087,493.34,72.58,91.499,113.505,221.834,81.702,201.977,58.019,70.34,125.565,91.351,52.895,59.62,176.493,637.65,21.98,383.816,214.612,17.152,618.31,223.344,109.053,1191.68,18.47,69.011,1219.336,138.413,57.559,242.91
08-06-2023,366.51,44.36,311.974,796.108,334.989,72.45,398.825,199.909,489.62,72.04,91.344,112.638,220.359,81.267,201.191,57.667,69.99,124.94,90.924,52.89,59.28,176.396,633.96,21.83,381.604,213.489,17.012,616.14,222.178,108.522,1182.77,18.36,68.712,1216.061,137.763,57.281,241.399
09-06-2023,365.55,44.33,311.026,794.906,333.823,72.33,397.651,199.628,488.34,72.05,91.005,113.464,220.491,81.078,200.456,57.522,69.8,125.022,91.117,53.153,59.15,176.252,633.37,21.92,380.327,213.364,17.012,613.83,221.804,108.087,1178.31,18.36,68.933,1216.873,137.39,57.172,241.094
12-06-2023,366.4,44.42,311.154,796.148,334.573,72.52,398.496,200.11,490.33,72.4,91.612,114.194,221.554,81.502,201.681,57.848,70.12,126.278,91.51,53.415,59.7,177.999,634.48,22.05,382.591,214.502,17.046,616.54,222.226,108.662,1182.43,18.42,69.305,1221.675,137.804,57.132,242.479
13-06-2023,368.99,44.71,312.957,800.609,337.555,72.96,400.437,201.394,494.53,73.43,92.508,115.478,223.45,82.288,203.111,58.197,70.54,127.025,91.968,53.66,60.03,179.12,639.75,22.25,384.882,216.302,17.194,618.75,224.142,109.421,1192.06,18.57,69.838,1224.606,138.672,57.422,244.644
14-06-2023,369.12,44.75,312.407,801.673,338.154,73.07,400.829,201.441,495.96,73.43,92.621,115.645,224.478,82.608,203.842,58.274,70.91,127.396,92.28,53.921,60.46,180.429,640.7,22.23,385.244,216.748,17.176,619.23,224.943,109.49,1193.59,18.59,69.781,1227.209,139.066,57.597,244.607
15-06-2023,368.05,44.81,311.815,799.176,337.156,72.86,400.037,201.194,496.95,73.54,92.566,115.668,224.409,82.51,204.328,58.264,71.07,127.498,92.626,54.227,60.81,180.349,640.16,22.33,384.211,216.353,17.175,617.45,224.06,109.305,1192.69,18.64,69.873,1225.189,139.152,57.453,245.117
16-06-2023,371.43,45.22,314.292,804.268,340.127,73.37,402.887,202.764,502.18,74.19,93.448,117.069,226.437,83.22,206.172,58.695,71.63,128.241,92.866,54.251,61.09,181.573,647.27,22.54,387.172,218.409,17.34,622.16,226.182,110.2,1202.4,18.81,70.611,1236.376,139.971,57.893,247.458
19-06-2023,370.27,45.13,313.474,801.561,338.95,73.01,401.697,201.988,502.78,74.1,93.324,117.213,226.353,83.25,206.633,58.799,71.78,128.7,93.154,54.602,61.13,181.911,646.1,22.51,386.649,218.751,17.305,620.24,225.77,110.222,1199.17,18.82,70.543,1234.125,139.678,57.766,247.385
20-06-2023,371.31,45.14,314.729,804.377,339.829,73.33,402.464,202.8,503.78,74.34,93.387,117.59,227.305,83.691,207.825,58.99,71.95,129.801,93.22,54.711,61.41,182.695,648.65,22.5,388.358,219.338,17.32,621.67,226.591,110.859,1202.93,18.82,70.683,1237.706,140.231,57.884,247.83
21-06-2023,372.01,45.14,315.583,806.48,340.412,73.51,403.28,203.162,505.05,74.5,93.355,118.326,227.804,83.907,209.186,59.077,72.12,130.245,93.348,54.608,61.53,183.72,649.71,22.57,390.138,220.335,17.349,625.11,226.983,111.287,1206.19,18.83,70.787,1239.11,140.761,57.859,247.795
22-06-2023,369.97,44.77,314.235,802.531,338.522,73.24,401.953,202.038,501.18,73.83,93.159,117.273,226.118,83.651,207.904,58.689,71.82,129.741,92.565,54.027,61.44,183.417,644.45,22.3,388.568,218.999,17.196,622.01,226.082,110.916,1199.42,18.7,70.32,1233.118,139.847,57.642,245.834
23-06-2023,367.64,44.52,312.009,798.822,336.676,72.78,399.363,200.934,494.51,73.18,91.924,115.904,224.065,82.714,205.259,58.236,70.96,127.845,91.758,54.352,60.79,181.13,638.02,22.13,384.86,216.878,17.047,618.14,223.661,110.119,1191.55,18.55,69.651,1225.153,138.985,57.069,244.149
26-06-2023,368.5,44.65,314.002,799.886,337.672,72.97,400.105,201.643,496.55,73.51,92.905,116.674,225.088,83.13,206.381,58.451,71.34,128.586,92.498,54.489,61.07,181.845,640.54,22.18,387.046,217.999,17.109,619.93,224.656,110.673,1195.5,18.64,70.17,1228.494,139.5,57.273,245.549
27-06-2023,371.55,44.93,315.967,805.247,339.866,73.46,402.632,203.289,500.41,73.67,93.126,117.216,225.879,83.215,207.584,58.874,71.87,129.248,93.322,54.496,61.54,182.482,644.09,22.2,388.933,219.521,17.196,623.96,225.251,111.321,1205.47,18.74,70.497,1236.191,140.138,57.528,247.332
