Nav_Date,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037
09-07-2021,306.01,42,276.922,622.058,289.446,57.88,341.722,175.223,409.06,61.8,86.79,83.81,194.33,65.694,168.141,52.1,53.52,96.99,67.013,38.71,45.5,143.785,606.04,18.95,338.035,165.561,14.456,459.9,179.946,90.967,1063.12,17.16,62.09,884.151,118.913,48.787,235.622
12-07-2021,306.48,41.98,277.836,622.264,289.889,57.88,342.299,175.017,410.29,61.9,87.277,84.267,194.75,65.959,168.922,52.384,53.88,98.581,67.791,38.951,46.07,144.173,608.06,18.98,340.33,166.135,14.513,460.59,180.552,91.241,1063.88,17.16,62.461,885.738,119.232,48.972,235.445
13-07-2021,308.65,42.22,278.744,628.116,292.346,58.4,344.379,176.131,411.37,62.08,87.577,84.773,195.38,66.108,169.206,52.469,54.25,99.406,68.204,39.134,46.58,145.277,609.26,18.97,342.464,167.139,14.59,465.04,181.632,91.942,1068.49,17.25,62.862,894.499,120.009,49.22,235.388
14-07-2021,309.89,42.3,279.426,630.361,293.021,58.64,344.958,176.612,415.14,62.59,87.86,84.891,196.54,66.195,169.865,52.673,54.68,100.108,68.481,39.356,46.9,145.653,613.25,19.1,343.319,168.04,14.64,468.02,181.842,92.356,1071.27,17.31,62.881,898.014,120.33,49.324,237.381
15-07-2021,311.46,42.4,280.686,632.574,294.645,58.95,346.085,176.921,415.99,62.78,87.739,84.773,197.76,66.298,170.697,52.952,54.96,100.286,69.027,39.633,47.34,145.957,618.03,19.18,344.473,168.138,14.697,466.86,181.991,92.755,1075.45,17.35,63.069,900.135,120.954,49.512,238.117
16-07-2021,311.2,42.43,280.376,632.446,294.237,59,346.94,177.05,418.47,62.78,87.99,85.178,198.54,66.309,171.858,53.474,54.98,100.604,69.741,39.707,47.66,146.733,617.4,19.13,344.631,168.698,14.724,468.9,182.457,93.098,1076.16,17.35,63.092,899.994,121.019,49.616,237.769
19-07-2021,308.25,42.02,277.832,627.927,291.509,58.39,343.273,175.413,417.09,62.53,87.439,84.646,197.94,66.134,171.24,53.403,54.65,100.414,69.56,39.474,47.4,146.694,614.02,19.12,342.414,168.026,14.604,466.71,181.408,92.535,1067.75,17.21,62.756,896.973,120.072,49.193,236.298
20-07-2021,305.29,41.89,276.064,621.47,289.13,57.74,340.552,173.988,413.9,62.15,86.518,83.563,195.86,65.526,169.401,52.407,54.47,99.225,68.527,38.967,46.74,145.63,608.96,18.94,338.197,166.21,14.473,458.5,179.481,91.227,1053.65,17.22,62.205,886.244,119.08,48.705,234.853
22-07-2021,309.78,42.39,279.776,628.566,291.994,58.59,344.995,176.923,419.64,62.82,87.713,84.824,197.84,66.181,171.512,53.141,54.94,100.487,69.731,39.378,47.32,147.05,616.47,19.12,342.885,168.171,14.637,465.25,181.642,92.373,1069.97,17.4,63.042,897.717,120.582,49.277,237.36
23-07-2021,311.19,42.5,281.444,630.669,292.891,58.81,347.185,177.737,422.35,62.91,88.089,85.093,198.21,66.806,172.187,52.923,54.93,100.42,69.962,39.485,47.16,148.138,616.88,19.08,345.183,168.744,14.781,466.91,182.527,93.093,1075.28,17.47,63.238,900.923,121.475,49.494,238.422
26-07-2021,311.22,42.54,282.763,628.458,292.332,58.8,347.699,177.698,424.89,63.12,88.234,85.152,199.14,67.332,172.963,52.909,55.2,100.586,70.464,39.676,47.4,148.923,615.76,19.1,346.149,168.612,14.768,466.84,183.15,93.209,1075.56,17.51,63.467,899.359,121.352,49.535,239.436
27-07-2021,310.18,42.41,281.629,623.851,291.197,58.62,345.619,176.713,422.3,62.82,87.873,84.707,199.08,66.936,171.816,53.001,55.45,101.605,70.303,39.931,47.5,148.482,610.86,19.08,345.522,168.413,14.678,465.96,181.923,92.984,1066.18,17.46,63.083,893.528,120.782,49.285,238.654
28-07-2021,310.29,42.39,281.849,622.982,290.128,58.66,345.061,176.643,421.33,62.75,87.537,84.634,197.99,66.62,171.797,52.815,55.11,101.939,69.651,39.823,47.33,147.856,609.03,19,344.713,167.763,14.599,466.31,181.658,92.871,1067.11,17.45,62.996,892.299,120.259,49.228,238.308
29-07-2021,312.18,42.6,282.039,625.355,291.787,58.89,345.982,177.516,426.82,63.41,87.809,85.198,198.63,66.971,173.76,53.374,55.6,102.959,70.397,40.113,47.93,148.637,618.18,19.2,347.679,169.183,14.744,470.87,183.447,93.687,1077.61,17.6,63.535,897.915,121.425,49.47,240.82
30-07-2021,312.82,42.4,282.485,626.412,291.583,59.02,345.75,177.665,430.01,63.69,88.527,85.735,199.61,67.665,174.862,53.792,55.52,102.566,70.564,40.235,47.98,149.412,622.17,19.19,347.911,169.784,14.798,474.37,184.114,93.589,1078.84,17.5,63.613,900.043,121.572,49.667,240.766
02-08-2021,315.35,42.65,285.072,632.234,294.557,59.4,349.066,179.123,434.77,64.75,89.551,86.776,201.83,68.32,177.247,54.104,55.77,103.304,71.154,40.763,48.42,150.995,629.27,19.52,350.25,171.643,14.975,476.96,185.322,94.262,1084.87,17.64,64.134,907.383,122.836,50.137,242.983
03-08-2021,319.39,43.29,288.576,640.595,299.39,60.17,353.193,181.566,435.55,64.86,89.978,86.78,202.59,68.436,178.376,54.252,55.87,104.178,71.428,40.9,48.31,151.483,633.32,19.56,352.668,172.499,15.094,482.36,187.188,95.169,1093.84,17.86,64.684,917.059,124.158,50.648,245.837
04-08-2021,320.87,43.59,289.167,644.881,300.871,60.52,354.534,182.397,431.81,64.38,89.343,86.087,200.46,68.005,176.888,53.751,55.48,103.14,70.765,40.411,47.79,150.873,632.47,19.36,351.901,172.071,15.064,480.58,187.133,94.945,1094.65,17.9,64.749,920.392,124.148,50.693,246.109
05-08-2021,321.1,43.55,289.978,644.737,300.093,60.68,354.692,182.883,430.35,64.5,89.307,86.09,200.86,68.057,176.632,53.599,55.35,102.572,70.339,40.371,47.42,150.54,630.4,19.43,351.197,171.554,15.034,481.23,186.747,94.738,1095.9,17.87,64.48,917.775,123.734,50.57,246.087
06-08-2021,319.81,43.35,288.674,643.251,298.574,60.55,353.666,182.274,431.11,64.34,89.103,86.138,200.39,67.96,176.244,53.498,55.55,102.986,70.582,40.433,47.51,150.479,627.69,19.4,350.147,171.261,14.982,481.65,185.893,94.471,1093.94,17.81,64.17,915.754,123.243,50.256,246.714
09-08-2021,320.35,43.37,288.136,641.884,299.207,60.53,353.771,182.285,428.71,64.13,88.404,85.571,199.4,67.698,174.72,53.139,55.47,101.932,69.988,40.221,47.34,149.674,627.53,19.31,349.205,170.622,14.978,479.83,185.288,93.962,1091.33,17.83,64.175,911.691,123.362,50.187,245.266
10-08-2021,320.51,43.45,287.979,640.119,299.11,60.64,354.232,182.483,423.7,63.95,87.496,84.61,198.14,67.019,172.515,52.049,54.45,99.334,68.193,39.317,46.5,147.527,625.04,19.2,346.954,168.986,14.905,476.97,184.45,93.501,1088.19,17.81,63.869,904.569,122.976,49.945,245.253
11-08-2021,320.08,43.37,286.32,640.001,298.702,60.67,353.198,181.842,422.8,63.37,86.913,84.407,196.78,66.565,171.707,51.669,54.34,98.671,67.641,39.101,46.01,146.229,622.27,19.04,346.741,169.162,14.851,477.32,184.177,93.378,1086.3,17.77,63.767,903.739,122.676,49.871,243.387
12-08-2021,321.99,43.53,287.053,642.573,300.13,61.01,355.445,182.82,428.41,63.9,87.564,85.562,198.39,66.899,173.737,52.67,55.05,99.968,69.333,39.798,47.08,148.095,626.75,19.25,349.078,170.828,15.011,480.8,185.441,94.446,1095.03,17.88,64.216,909.429,123.709,50.076,244.935
13-08-2021,325.09,43.89,288.386,648.085,303.101,61.55,358.131,184.21,428.9,64.06,87.72,85.476,198.83,67.159,173.693,52.41,54.88,100.307,69.566,39.744,46.89,148.555,628.35,19.28,350.924,171.744,15.039,482.97,186.61,94.887,1101.26,18,64.485,914.289,124.279,50.47,245.791
16-08-2021,324.46,43.97,287.936,647.898,303.088,61.53,357.549,183.986,427.99,64,87.495,85.147,198.86,66.852,173.198,52.085,54.54,100.373,69.311,39.535,46.7,148.421,626.66,19.28,350.977,171.514,15.006,480.57,186.159,94.883,1100.27,18,64.527,911.411,123.928,50.286,245.554
17-08-2021,325.08,44.23,289.106,646.421,303.987,61.45,358.988,184.918,430.27,64.71,88.087,85.493,200.73,67.353,174.939,52.029,55.13,100.644,69.562,39.74,46.67,148.581,631.06,19.46,350.805,171.696,15.053,479.57,187.102,95.116,1104.42,18.13,64.804,907.129,124.172,50.547,247.435
18-08-2021,324.16,44.22,289.027,643.953,303.207,61.22,358.968,184.739,431.41,64.92,88.389,85.325,200.62,67.426,175.057,51.85,55.09,100.232,69.3,39.734,46.72,148.864,632.72,19.49,350.147,171.873,15.04,478.37,187.022,94.908,1104.55,18.15,64.73,904.021,124.03,50.52,248.384
20-08-2021,320.47,44.04,286.564,634.925,301.132,60.43,355.912,183.14,424.88,64.47,87.045,83.485,197.58,66.498,171.594,50.572,54.19,98.27,67.522,38.97,45.83,146.787,624.5,19.39,343.322,168.672,14.874,468.71,184.3,93.115,1085.46,18.07,63.845,886.923,122.777,49.874,247.349
23-08-2021,320.92,44.21,286.987,635.399,301.733,60.54,356.226,183.285,422.65,64.27,86.461,83.118,196.07,66.064,170.438,49.751,53.62,96.32,66.482,38.511,45.09,145.136,622.39,19.33,343.347,167.902,14.822,467.68,183.621,92.853,1084.2,18.08,63.75,885.063,122.14,49.851,247.769
24-08-2021,324.21,44.56,288.969,641.434,304.422,61.12,358.082,184.479,425.11,64.87,87.169,84.043,196.89,66.628,171.858,50.549,54.25,97.962,67.581,38.941,45.48,147.214,627.93,19.51,347.456,169.725,14.928,472.56,185.284,93.634,1095.02,18.23,64.516,896.159,123.449,50.246,248.863
25-08-2021,324.37,44.66,288.76,642.815,304.293,61.13,358.615,184.504,425.6,64.99,87.191,84.266,196.78,66.736,172.304,50.902,54.53,98.432,68.039,39.169,45.73,147.762,630.38,19.65,346.51,169.959,14.936,472.95,185.868,93.728,1093.1,18.3,64.431,898.317,123.519,50.308,249.326
26-08-2021,323.96,44.72,288.631,641.491,304.773,61.03,358.83,184.358,425,65.16,87.291,84.538,196.96,66.796,172.755,50.934,54.66,98.613,68.025,39.304,45.83,148.752,632.12,19.69,345.971,170.185,14.984,469.83,185.4,93.417,1090.57,18.32,64.6,895.875,123.804,50.407,249.658
27-08-2021,325.67,44.89,290.801,645.077,306.214,61.37,360.699,185.304,429.59,65.66,87.863,85.247,198.81,67.394,174.468,51.354,55.21,98.92,68.214,39.532,46.05,149.933,638.26,19.81,347.874,171.379,15.079,473.62,186.673,94.135,1097.93,18.42,64.942,901.788,124.624,50.8,250.764
30-08-2021,330.87,45.53,294.297,654.802,310.952,62.28,365.939,188.348,435.6,66.58,89.231,86.712,201.48,68.306,177.277,52.029,55.89,99.907,69.303,40,46.78,151.459,647.76,20.01,354.957,173.968,15.366,483.41,189.687,95.593,1115.91,18.69,65.966,918.288,126.729,51.564,254.434
31-08-2021,335.06,46.27,299.277,661.457,314.232,63,370.014,191.358,438.41,67.38,90.172,87.705,202.98,68.813,179.688,52.417,56.48,100.518,69.507,40.244,47.26,152.595,656.01,20.16,358.114,174.889,15.539,491.02,191.75,96.433,1129.5,18.98,66.841,926.254,127.991,52.016,257.138
01-09-2021,334.54,46.14,298.551,660.103,314.007,62.92,370.049,191.719,440.38,67.7,90.589,87.837,203.76,69.316,180.773,52.766,56.71,100.001,69.483,40.339,47.58,152.985,657.56,20.2,358.723,175.57,15.575,492.74,191.822,96.573,1131.81,18.94,66.884,926.576,128.085,51.983,257.539
02-09-2021,336.93,46.56,302.153,664.171,317.229,63.27,373.822,193.771,444.82,68.14,91.567,88.342,205.15,69.833,182.456,53.354,57.33,100.703,70.198,40.826,47.88,153.901,664.01,20.25,361.199,177.097,15.718,494.41,193.828,97.203,1141.44,19.09,67.396,930.83,129.21,52.684,259.797
03-09-2021,337.96,46.72,301.954,668.191,318.161,63.52,375.435,194.169,447.38,68.28,91.677,88.709,206.05,70.327,183.566,53.564,57.45,100.954,70.697,41.134,47.87,154.94,667.33,20.32,361.403,178.497,15.806,495.07,195.14,97.659,1146.2,19.18,67.437,936.65,129.962,52.998,260.663
06-09-2021,338.5,46.77,301.967,668.934,319.021,63.67,376.603,194.701,448.89,68.56,92.04,89.139,206.65,70.457,184.547,54.102,57.73,101.429,71.225,41.474,48.2,155.245,670.24,20.35,362.303,179.112,15.89,494.99,195.551,97.865,1149.48,19.23,67.451,936.881,130.437,53.041,261.18
07-09-2021,337.64,46.71,301.477,667.554,317.737,63.6,376.361,194.363,448.25,68.37,91.898,88.967,206.13,70.318,184.147,54.018,57.86,101.339,71.005,41.511,48.27,155.599,669.67,20.29,361.238,178.494,15.856,495.04,195.444,97.48,1147.93,19.18,67.406,933.771,129.793,52.898,260.347
08-09-2021,337.81,46.65,301.656,669.068,318.018,63.6,376.487,194.372,449.3,68.49,92.065,89.356,205.89,70.305,184.423,53.899,57.96,101.791,71.131,41.596,48.46,156.319,672.27,20.36,362.471,178.948,15.887,496.07,195.196,97.582,1149.71,19.17,67.627,937.67,130.169,52.936,261.302
09-09-2021,338.16,46.67,301.629,669.401,317.939,63.68,376.847,194.764,451.88,68.58,92.238,89.734,207.23,70.472,184.951,54.022,58.12,102.155,71.29,42.123,48.35,157.087,674.19,20.42,363.162,179.186,15.897,499.14,195.581,97.928,1153.32,19.18,67.594,938.904,130.149,52.984,261.754
13-09-2021,338.39,46.69,301.916,669.692,317.519,63.63,376.635,194.905,454.62,69.17,92.932,90.227,209.05,70.803,186.112,54.377,58.55,102.506,72.037,42.439,48.6,158.177,676.94,20.53,364.036,179.737,15.946,500.76,196.334,98.02,1157.81,19.24,67.728,939.967,130.347,52.992,263.382
14-09-2021,339.5,46.72,301.714,671.617,318.146,63.78,377.147,195.207,457.03,69.32,93.528,90.925,209.96,71.209,186.69,54.527,59.18,103.393,72.597,42.661,48.67,159.51,680.69,20.65,366.043,180.844,15.989,504.61,196.603,98.517,1163.64,19.28,67.917,945.278,130.745,53.08,264.203
15-09-2021,342.74,47.05,303.67,679.963,320.634,64.37,380.079,197.043,462.4,69.82,94.596,91.703,211.49,71.764,188.398,54.972,59.27,104.655,73.244,42.841,49.06,160.733,686.68,20.77,368.972,182.524,16.145,514.69,198.864,99.576,1174.46,19.43,68.205,960.474,131.78,53.606,266.154
16-09-2021,344.51,47.21,304.236,685.839,321.8,64.73,381.715,197.538,463.63,70.19,94.527,92.16,211.81,71.837,189.254,55.063,59.27,104.711,73.407,42.88,49.12,160.339,691.79,20.92,370.242,183.492,16.228,517.01,198.907,99.895,1176.71,19.5,68.301,969.085,132.215,53.753,266.797
17-09-2021,343.2,47.19,303.287,682.823,319.815,64.71,380.548,196.763,458.82,69.78,93.394,90.833,209.12,70.953,187.941,54.75,58.7,104.435,73.305,42.49,48.86,159.03,686.09,20.86,366.98,181.724,16.089,514.57,196.771,98.97,1172.69,19.44,68.072,963.424,131.121,53.414,266.464
20-09-2021,339.16,46.89,299.744,673.162,315.98,63.97,376.933,194.291,450.5,68.74,91.828,89.452,206.53,69.596,184.054,53.782,58.01,102.625,72.394,41.714,48.21,156.652,674.16,20.66,360.673,178.844,15.83,508.51,193.298,97.225,1156.18,19.27,67.26,948.199,129.238,52.636,262.867
21-09-2021,341.58,47.37,302.384,677.316,318.209,64.34,379.188,195.941,453.13,69.24,92.122,89.59,207.86,69.633,184.928,53.983,58.24,102.425,72.061,41.738,48.44,156.348,680.42,20.73,362.13,180.209,15.895,513.24,194.44,97.712,1163.33,19.52,67.651,952.484,130.042,52.959,265.844
22-09-2021,342.05,47.26,301.908,678.407,317.83,64.42,378.936,196.156,457.48,69.55,92.602,90.542,210.49,70.135,186.169,54.619,58.67,103.509,72.985,42.331,49.35,157.899,683.45,20.81,362.278,181.776,15.959,517.54,194.978,98.213,1168.16,19.53,67.678,957.157,130.183,52.936,266.642
23-09-2021,347.32,47.86,304.242,689.432,322.968,65.43,384.164,198.685,462.84,70.27,93.488,91.556,213.47,70.858,188.497,55.095,59.36,104.882,73.453,42.815,49.78,159.24,692.54,20.95,367.405,184.47,16.208,524.51,197.123,99.66,1181.77,19.75,68.494,971.833,132.462,53.574,270.115
24-09-2021,347.29,47.9,304.201,687.84,323.267,65.52,384.176,198.894,461.45,69.73,93.199,90.893,212.18,70.601,187.449,54.891,59.18,105.357,73.626,43.126,50.01,159.123,690.92,20.93,366.41,183.176,16.222,521.08,196.155,99.722,1181.76,19.7,68.379,966.128,132.29,53.358,269.794
27-09-2021,347.03,47.85,303.119,689.662,322.701,65.61,384.591,198.657,459.78,69.24,92.972,90.877,211.62,70.535,186.193,54.758,58.68,105.742,73.366,43.093,50.17,158.839,686.51,20.81,366.525,184.22,16.198,524.21,196.076,99.907,1177.12,19.64,68.332,968.966,132.155,53.451,268.129
28-09-2021,344.18,47.24,300.889,690.632,320.216,65.22,381.307,196.589,455.48,68.34,92.048,90.383,209.29,69.887,183.64,54.51,57.99,105.378,73.1,42.648,49.72,157.805,676.74,20.63,363.613,183.874,15.995,524.17,194.016,99.054,1165.77,19.38,67.541,973.707,130.648,53.068,264.886
29-09-2021,344.53,47,300.496,695.538,319.8,65.13,380.346,196.361,457.13,68.63,92.441,90.516,210.04,70.284,184.968,54.579,57.77,105.683,73.196,42.502,49.6,158.064,677.71,20.64,364.339,184.851,15.986,530.22,194.713,99.573,1167.39,19.29,67.326,986.009,130.661,53.064,264.319
30-09-2021,342.92,46.84,299.511,692.207,318.648,64.85,379.515,195.718,458.61,68.77,92.593,90.992,210.27,70.695,185.747,54.959,58.35,105.82,73.477,42.814,49.95,159.865,678.48,20.67,363.989,184.624,16.027,532.59,194.279,99.605,1165.08,19.25,67.426,981.989,130.742,52.882,263.858
01-10-2021,341.58,46.53,299.005,690.106,317.132,64.58,377.723,194.606,458.89,68.62,92.796,91.223,210.21,70.579,185.215,55.122,58.62,106.135,73.778,42.994,50.08,160.987,676.87,20.63,363.853,184.387,15.99,530.43,193.748,99.033,1162.21,19.15,67.321,979.446,130.557,52.787,263.487
04-10-2021,344.77,47.06,300.715,697.655,320.082,65.1,381.338,196.347,464.88,69.49,93.72,92.5,213.09,71.544,187.601,55.882,59.71,107.504,74.598,43.749,50.65,162.508,687.78,21,367.807,186.863,16.19,536.71,195.945,99.862,1176.29,19.42,68.09,991.027,132.358,53.393,266.721
05-10-2021,346.81,47.28,301.99,704.052,321.838,65.58,383.493,197.289,469.3,69.84,94.123,92.714,213.82,71.777,188.153,56.303,59.92,108.004,74.965,44.111,51.25,162.962,692.6,21.11,369.393,187.364,16.28,542.45,196.651,100.369,1180.93,19.53,68.267,997.941,133.123,53.55,267.359
06-10-2021,343.44,46.9,298.625,696.55,318.649,64.89,379.831,195.216,465.16,69.33,93.288,91.764,212.41,71.251,186.037,56.374,59.9,107.343,74.372,44,50.91,162.006,686.54,21.13,365.683,185.65,16.119,536.7,194.82,99.311,1170.75,19.39,67.685,985.148,131.83,52.939,264.768
07-10-2021,346.67,47.34,302.756,701.623,323.129,65.38,384.068,197.652,472.93,70.68,95.129,93.221,216.76,72.423,189.423,57.107,60.78,108.851,75.486,44.696,51.61,163.747,699.52,21.39,369.339,188.557,16.362,541.46,196.507,100.566,1183.72,19.65,68.474,992.937,133.774,53.404,267.872
08-10-2021,347.66,47.56,301.981,703.886,324.689,65.68,386.236,198.876,473.77,70.96,95.885,93.716,217.33,72.938,190.145,57.354,61.17,110.153,76.303,44.917,51.72,165.388,705.55,21.52,369.768,189.65,16.46,541.59,197.306,100.621,1187.8,19.76,68.733,994.813,134.462,53.741,269.672
11-10-2021,348.99,47.79,302.063,709.115,325.453,66.19,387.426,200.139,476.69,71.05,96.167,94.548,218,73.609,191.028,57.705,61.08,110.489,76.702,45.113,52.08,166.607,706.39,21.57,371.804,191.083,16.544,547.56,198.156,101.534,1193.34,19.83,69.42,1007.7,134.893,53.875,271.047
12-10-2021,349.14,47.92,301.568,710.268,326.388,66.22,388.646,200.856,478.32,71.23,96.528,94.925,218.2,73.783,192.619,58.067,60.88,110.6,76.863,45.193,52.12,167.177,706.68,21.51,372.021,191.644,16.546,548.82,198.961,102.06,1195.76,19.87,69.595,1010.051,134.934,54.058,272.526
13-10-2021,352.29,48.55,303.168,716.982,330.277,66.73,391.734,202.906,485.21,72.33,96.796,96.042,219.75,74.019,194.285,58.404,61.28,111.102,77.01,45.486,52.52,167.615,712.95,21.71,374.307,195.234,16.702,556.05,199.618,103.456,1202.2,20.17,70.199,1021.039,136.652,54.24,276.026
14-10-2021,355.3,49,304.761,724.094,332.496,67.44,394.857,203.96,487.28,73.2,97.166,96.381,221.19,74.44,194.259,58.771,61.47,111.391,77.572,45.682,52.63,168.683,719.81,21.83,376.31,197.118,16.826,558.59,200.825,104.121,1207.82,20.39,70.634,1032.804,137.598,54.609,278.285
18-10-2021,358.16,48.96,305.919,730.502,335.194,67.88,396.888,205.52,493.43,73.46,97.635,97.14,221.33,74.942,195.168,59,61.72,112.581,77.785,46.146,52.75,170.336,724.17,21.99,379.212,199.759,16.961,562.23,201.978,105.156,1215.2,20.36,70.93,1043.769,138.731,55.007,278.186
19-10-2021,357.1,48.67,303.759,726.226,333.465,67.83,395.229,204.444,484.24,72.7,96.221,95.254,218.28,73.788,193.738,57.99,61.26,110.783,76.478,45.552,52.05,168.571,719.21,21.84,375.083,196.443,16.839,558.03,200.072,103.465,1207.24,20.18,70.216,1033.154,137.735,54.599,277.695
20-10-2021,354.3,48.19,300.949,720.296,330.407,67.35,391.468,202.542,476.55,71.32,94.145,93.547,214.47,72.32,189.72,56.608,60,108.044,74.956,44.171,51.6,164.971,705.52,21.52,371.533,193.452,16.532,553.96,197.667,102.442,1196.22,19.91,69.121,1025.828,135.915,54.065,274.082
21-10-2021,353.27,47.92,299.967,719.575,329.043,67.18,389.082,201.713,472.88,70.57,93.416,93.48,212.77,71.827,189.211,56.279,59.38,108.496,74.376,43.683,51.12,164.269,700.22,21.29,370.72,193.089,16.448,553.53,196.983,102.632,1189.64,19.75,68.768,1029.412,135.269,53.878,271.732
22-10-2021,352.18,47.75,298.655,715.195,327.922,66.98,387.183,200.802,469.59,69.88,93.232,92.573,211.5,71.202,187.604,55.658,58.76,107.061,73.426,42.97,50.69,161.742,693.67,21.18,370.404,191.454,16.333,552.14,195.892,102.434,1182.43,19.67,68.568,1019.965,134.69,53.642,269.89
25-10-2021,353.08,47.71,299.031,717.151,329.123,67.3,388.056,200.745,464.52,69.09,92.037,91.605,208.12,70.559,185.177,54.865,58.12,105.272,72.483,42.343,49.97,160.222,686.25,20.83,370.839,190.106,16.267,549.91,195.566,102.075,1183.38,19.57,68.413,1021.801,134.527,53.82,265.829
26-10-2021,356.08,48.22,301.285,721.904,332.226,67.82,391.011,202.917,472.95,70.09,93.275,93.17,210.51,71.635,188.092,55.874,59.13,107.508,73.829,43.715,51.01,163.27,696.87,21.06,374.051,192.968,16.503,555.27,197.452,103.108,1196.4,19.85,69.139,1030.671,136.432,54.399,269.274
27-10-2021,355.84,48.29,302.762,721.073,331.15,67.68,390.687,203.044,474.56,70.29,93.453,93.417,211.89,71.517,188.433,55.953,59.18,107.954,74.84,43.761,50.99,163.61,695.32,21.11,373.098,193.135,16.42,553.99,197.468,103.018,1197.52,19.92,69.044,1030.732,135.511,54.356,269.397
28-10-2021,349.27,47.55,296.493,703.3,324.874,66.44,383.893,199.738,468.85,69.7,92.609,91.682,208.47,70.947,186.682,55.187,58.61,106.612,73.681,43.153,50.58,162.123,689.06,21.02,365.899,189.733,16.177,543.32,195.002,101.089,1175.17,19.66,68.051,1003.747,132.924,53.365,267.146
29-10-2021,345.95,47.19,295.659,696.92,322.336,65.95,380.947,198.667,467.92,69.85,92.698,91.392,208.71,71.13,186.719,55.128,58.58,106.036,73.198,43.022,50.73,161.638,687.59,21,363.777,189.285,16.087,539.41,194.794,100.537,1171.44,19.53,67.775,996.336,131.921,53.264,265.848
01-11-2021,351.2,47.67,299.113,706.743,326.86,66.89,386.041,201.687,474.73,70.81,93.307,92.255,211.38,71.825,189.444,55.611,59.16,106.843,74.145,43.668,51.17,163.048,698.45,21.23,368.531,191.908,16.313,548.19,197.367,102.012,1190.35,19.73,68.614,1009.441,133.826,53.777,270.049
02-11-2021,351.14,47.69,298.897,706.626,326.825,66.94,386.062,202.009,478.81,70.95,93.82,93.2,211.76,72.037,191.518,55.893,59.98,108.716,74.671,44.289,51.87,165.196,696.34,21.21,369.787,192.736,16.38,552.14,197.623,102.512,1188.35,19.76,68.727,1011.341,134.156,53.713,269.892
03-11-2021,350.46,47.63,299.313,705.631,326.814,66.82,384.991,201.264,476.37,70.89,93.62,92.485,212,72.215,191.049,55.838,59.86,108.877,74.663,44.432,51.9,165.525,692.72,21.25,368.641,192.211,16.336,548.99,197.406,102.433,1179.29,19.74,68.593,1011.437,133.957,53.609,269.49
08-11-2021,355.38,48.18,305.08,715.717,330.964,67.59,390.205,204.622,486.84,71.97,95.707,94.747,215.92,73.699,195.358,57.049,60.77,110.875,76.08,45.567,53.05,170.15,702.36,21.52,374.659,195.857,16.551,558.1,200.216,104.164,1198.64,20,69.678,1025.655,135.761,54.367,274.37
09-11-2021,355.31,48.09,305.328,715.807,331.083,67.65,390.16,204.932,491.08,72.45,96.361,95.371,217.26,74.063,196.834,57.249,61.1,111.24,76.219,45.58,53.5,170.649,705.7,21.62,375.807,196.809,16.644,560.22,201.134,104.896,1200.96,20.01,69.87,1028.642,136.113,54.529,274.342
10-11-2021,354.98,48.12,304.672,715.301,330.313,67.73,390.72,204.967,491.59,72.56,96.074,95.527,215.76,73.836,196.798,56.828,61.1,111.369,75.724,45.579,53.47,169.304,704.13,21.66,374.939,197.07,16.594,559.46,200.302,104.641,1198.17,20.01,69.826,1026.324,135.648,54.332,274.504
11-11-2021,351.79,47.83,301.963,709.282,326.775,67.19,387.94,203.461,490.24,72.34,95,94.773,215.07,73.505,195.718,56.543,61.3,111.036,75.257,45.572,53.05,169.401,701.29,21.57,371.069,195.797,16.413,554.09,199.112,103.686,1186.19,19.9,69.204,1018.34,134.408,54.03,273.499
12-11-2021,356.11,48.48,304.449,715.568,330.45,67.89,391.994,206.019,493.24,72.73,95.686,95.259,216.32,74.031,196.848,56.599,61.48,111.721,75.362,45.696,53.34,170.48,709.68,21.67,373.484,197.252,16.546,558.66,200.629,104.35,1196.44,20.15,69.882,1023.43,135.576,54.551,277.325
15-11-2021,355.5,48.44,303.558,713.742,330.18,67.78,392.388,205.982,494.54,73.07,95.476,95.008,216.1,74.273,197.582,56.415,61.68,111.318,75.163,45.702,52.82,171.005,712.09,21.8,372.456,196.45,16.542,557.86,200.454,104.204,1196.75,20.16,69.825,1018.61,135.445,54.599,277.905
16-11-2021,353.43,48.3,301.388,707.745,328.578,67.52,391.006,205.327,492.7,72.95,95.281,94.535,215.77,74.22,197.068,56.564,61.87,111.952,75.647,45.642,52.84,171.866,710.06,21.91,369.453,195.482,16.468,551.96,199.522,103.679,1188.12,20.2,69.678,1010.562,134.912,54.273,278.776
17-11-2021,351.65,48.07,299.476,703.994,327.175,67.25,388.37,204.267,491.46,72.98,94.659,94.128,214.93,74.236,196.671,56.589,62.16,111.778,75.408,45.717,52.96,172.324,712.11,21.88,366.877,194.649,16.436,550.53,198.529,103.038,1182.32,20.12,69.27,1008.638,134.502,53.843,278.412
18-11-2021,347.86,47.75,295.803,698.534,324.821,66.65,384.549,202.41,483.14,72,93.265,92.591,211.54,73.263,194.241,55.615,61.25,109.998,74.163,44.9,52.21,170.287,700.26,21.57,362.314,192.092,16.281,544.7,196.874,101.691,1166.6,19.94,68.525,998.959,133.265,53.347,274.564
